Tiempo,target_lineal_x,target_lineal_y,target_w,odom_lineal_x,odom_lineal_y,odom_w,enc_lineal_x,enc_lineal_y,enc_w
1603674499.659252,0.000000,0.000000,-0.800000,-0.010071,0.001840,-0.361401,-0.004759,0.000000,-0.147766
1603674499.759216,0.000000,0.000000,-0.800000,0.050309,-0.007742,-0.305365,-0.009415,0.000000,-0.071915
1603674499.859223,0.000000,0.000000,-0.800000,0.050309,-0.007742,-0.305365,0.001284,0.000000,-0.256214
1603674499.959232,0.000000,0.000000,-0.800000,0.038128,-0.002270,-0.118917,0.013562,0.000000,-0.449560
1603674500.059220,0.000000,0.000000,-0.800000,0.038128,-0.002270,-0.118917,0.024745,0.000000,-0.576037
1603674500.159232,0.000000,0.000000,-0.800000,-0.068913,0.004229,-0.122570,0.018558,0.000000,-0.648668
1603674500.259178,0.000000,0.000000,-0.800000,-0.068913,0.004229,-0.122570,0.012610,0.000000,-0.602335
1603674500.359230,0.000000,0.000000,-0.800000,-0.091493,0.015430,-0.334160,0.016893,0.000000,-0.414496
1603674500.459245,0.000000,0.000000,-0.800000,-0.077575,0.017252,-0.437662,0.009755,0.000000,-0.224154
1603674500.559276,0.000000,0.000000,-0.800000,-0.077575,0.017252,-0.437662,0.009041,0.000000,-0.062613
1603674500.659269,0.000000,0.000000,-0.800000,0.138232,-0.032319,-0.459355,0.002164,0.000000,-0.011388
1603674500.759529,0.000000,0.000000,-0.800000,0.072647,-0.003784,-0.104083,-0.000714,0.000000,-0.003757
1603674500.859283,0.000000,0.000000,-0.800000,0.072647,-0.003784,-0.104083,-0.006424,0.000000,-0.098928
1603674500.959261,0.000000,0.000000,-0.800000,0.022605,-0.000059,-0.005217,-0.003807,0.000000,-0.247946
1603674501.059282,0.000000,0.000000,-0.800000,0.022605,-0.000059,-0.005217,-0.000238,0.000000,-0.356893
1603674501.159268,0.000000,0.000000,-0.800000,-0.054017,0.001140,-0.042219,-0.000707,0.000000,-0.474720
1603674501.259266,0.000000,0.000000,-0.800000,-0.063242,0.003589,-0.113383,-0.001428,0.000000,-0.568524
1603674501.359225,0.000000,0.000000,-0.800000,-0.063242,0.003589,-0.113383,-0.000240,0.000000,-0.606078
1603674501.459220,0.000000,0.000000,-0.800000,-0.049465,0.006211,-0.249830,0.000714,0.000000,-0.612353
1603674501.559258,0.000000,0.000000,-0.800000,-0.049465,0.006211,-0.249830,0.001884,0.000000,-0.567680
1603674501.659318,0.000000,0.000000,-0.800000,-0.027796,0.005876,-0.416667,0.001903,0.000000,-0.468343
1603674501.759219,0.000000,0.000000,-0.800000,-0.027796,0.005876,-0.416667,0.002404,0.000000,-0.399835
1603674501.859271,0.000000,0.000000,-0.800000,-0.101338,0.020970,-0.408109,0.009755,0.000000,-0.326839
1603674501.959249,0.000000,0.000000,-0.800000,-0.101338,0.020970,-0.408109,0.011775,0.000000,-0.235501
